#TYPE System.Management.Automation.PSCustomObject
"ServerName","CPU_Name","CPU_Description"
"IN-IT0693","Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz","Intel64 Family 6 Model 142 Stepping 9"
